scope,model_1,model_2,b,c,p_raw,p_adj_bh,significant
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__8,0,45,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__8,9,9,1.0,1.0,False
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__8,82,0,0.0,0.0,True
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__9,94,59,0.005983,0.01296,True
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__9,3,5,0.726562,0.885307,False
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__9,0,45,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__9,9,9,1.0,1.0,False
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF100-AIF0__9,82,0,0.0,0.0,True
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF33-AIF67__6,10,40,4.1e-05,0.000126,True
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF33-AIF67__6,4,5,1.0,1.0,False
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF33-AIF67__6,1,30,0.0,2e-06,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF33-AIF67__6,5,5,1.0,1.0,False
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF33-AIF67__6,0,0,1.0,1.0,False
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF50-AIF50__7,16,65,0.0,0.0,True
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF50-AIF50__7,4,8,0.387695,0.532683,False
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF50-AIF50__7,0,46,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF50-AIF50__7,11,11,1.0,1.0,False
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR50-AIR50-HF50-AIF50__7,1,0,1.0,1.0,False
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF0-AIF100__4,56,53,0.848083,1.0,False
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF0-AIF100__4,0,9,0.003906,0.008678,True
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF0-AIF100__4,0,44,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF0-AIF100__4,54,0,0.0,0.0,True
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF0-AIF100__4,2,0,0.5,0.648479,False
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF100-AIF0__10,70,40,0.005692,0.012367,True
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF100-AIF0__10,1,3,0.625,0.778565,False
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF100-AIF0__10,2,36,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF100-AIF0__10,10,1,0.011719,0.023405,True
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF100-AIF0__10,57,0,0.0,0.0,True
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF33-AIF67__4,14,51,8e-06,2.7e-05,True
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF33-AIF67__4,0,7,0.015625,0.030155,True
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF33-AIF67__4,0,42,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF33-AIF67__4,11,2,0.022461,0.041862,True
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF33-AIF67__4,3,0,0.25,0.357966,False
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF50-AIF50__4,6,48,0.0,0.0,True
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF50-AIF50__4,2,3,1.0,1.0,False
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF50-AIF50__4,0,36,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF50-AIF50__4,3,9,0.145996,0.227302,False
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF50-AIF50__4,1,0,1.0,1.0,False
overall,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF67-AIF33__3,17,47,0.000289,0.00077,True
HR,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF67-AIF33__3,0,6,0.03125,0.056173,False
AI-R,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF67-AIF33__3,0,41,0.0,0.0,True
HF,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF67-AIF33__3,15,0,6.1e-05,0.00018,True
AI-F,distilbert__HR100-AIR0-HF50-AIF50__12,distilbert__HR67-AIR33-HF67-AIF33__3,2,0,0.5,0.648479,False
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF0-AIF100__6,64,29,0.000422,0.001096,True
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF0-AIF100__6,0,1,1.0,1.0,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF0-AIF100__6,0,28,0.0,1e-06,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF0-AIF100__6,62,0,0.0,0.0,True
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF0-AIF100__6,2,0,0.5,0.648479,False
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__8,95,30,0.0,0.0,True
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__8,6,0,0.03125,0.056173,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__8,0,27,1e-06,2e-06,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__8,8,3,0.226562,0.337979,False
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__8,81,0,0.0,0.0,True
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__9,95,30,0.0,0.0,True
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__9,6,0,0.03125,0.056173,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__9,0,27,1e-06,2e-06,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__9,8,3,0.226562,0.337979,False
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF100-AIF0__9,81,0,0.0,0.0,True
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF33-AIF67__6,20,20,0.874367,1.0,False
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF33-AIF67__6,8,1,0.039062,0.068297,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF33-AIF67__6,4,15,0.019211,0.036781,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF33-AIF67__6,8,3,0.226562,0.337979,False
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF33-AIF67__6,0,1,1.0,1.0,False
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF50-AIF50__7,13,32,0.00729,0.015386,True
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF50-AIF50__7,4,0,0.125,0.196441,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF50-AIF50__7,0,28,0.0,1e-06,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF50-AIF50__7,9,4,0.266846,0.381333,False
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR50-AIR50-HF50-AIF50__7,0,0,1.0,1.0,False
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF0-AIF100__4,60,27,0.000602,0.001515,True
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF0-AIF100__4,0,1,1.0,1.0,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF0-AIF100__4,0,26,1e-06,4e-06,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF0-AIF100__4,59,0,0.0,0.0,True
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF0-AIF100__4,1,0,1.0,1.0,False
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF100-AIF0__10,85,25,0.0,0.0,True
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF100-AIF0__10,7,1,0.070312,0.116296,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF100-AIF0__10,6,22,0.004586,0.009995,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF100-AIF0__10,16,2,0.001312,0.003196,True
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF100-AIF0__10,56,0,0.0,0.0,True
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF33-AIF67__4,18,25,0.360196,0.501554,False
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF33-AIF67__4,2,1,1.0,1.0,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF33-AIF67__4,0,24,0.0,1e-06,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF33-AIF67__4,14,0,0.000122,0.000344,True
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF50-AIF50__4,12,24,0.066753,0.111426,False
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF50-AIF50__4,8,1,0.039062,0.068297,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF50-AIF50__4,1,19,4e-05,0.000123,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF50-AIF50__4,3,4,1.0,1.0,False
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF50-AIF50__4,0,0,1.0,1.0,False
overall,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF67-AIF33__3,25,25,0.887537,1.0,False
HR,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF67-AIF33__3,3,1,0.625,0.778565,False
AI-R,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF67-AIF33__3,0,23,0.0,1e-06,True
HF,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF67-AIF33__3,21,1,1.1e-05,3.7e-05,True
AI-F,distilbert__HR100-AIR0-HF67-AIF33__14,distilbert__HR67-AIR33-HF67-AIF33__3,1,0,1.0,1.0,False
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__8,89,59,0.017136,0.032982,True
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__8,7,0,0.015625,0.030155,True
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__8,3,2,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__8,0,57,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__8,79,0,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__9,89,59,0.017136,0.032982,True
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__9,7,0,0.015625,0.030155,True
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__9,3,2,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__9,0,57,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF100-AIF0__9,79,0,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF33-AIF67__6,26,61,0.000267,0.00072,True
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF33-AIF67__6,8,0,0.007812,0.01591,True
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF33-AIF67__6,18,1,7.6e-05,0.000221,True
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF33-AIF67__6,0,57,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF33-AIF67__6,0,3,0.25,0.357966,False
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF50-AIF50__7,6,60,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF50-AIF50__7,5,0,0.0625,0.104728,False
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF50-AIF50__7,1,1,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF50-AIF50__7,0,57,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR50-AIR50-HF50-AIF50__7,0,2,0.5,0.648479,False
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF0-AIF100__4,2,4,0.6875,0.846723,False
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF0-AIF100__4,0,0,1.0,1.0,False
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF0-AIF100__4,2,0,0.5,0.648479,False
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF0-AIF100__4,0,3,0.25,0.357966,False
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF0-AIF100__4,0,1,1.0,1.0,False
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF100-AIF0__10,74,49,0.030464,0.056173,False
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF100-AIF0__10,7,0,0.015625,0.030155,True
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF100-AIF0__10,13,1,0.001831,0.004353,True
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF100-AIF0__10,0,48,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF100-AIF0__10,54,0,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF33-AIF67__4,8,50,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF33-AIF67__4,5,1,0.21875,0.329033,False
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF33-AIF67__4,0,48,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF33-AIF67__4,1,1,1.0,1.0,False
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF50-AIF50__4,19,66,1e-06,2e-06,True
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF50-AIF50__4,8,0,0.007812,0.01591,True
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF50-AIF50__4,11,1,0.006348,0.013456,True
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF50-AIF50__4,0,63,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF50-AIF50__4,0,2,0.5,0.648479,False
overall,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF67-AIF33__3,10,45,5e-06,1.6e-05,True
HR,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF67-AIF33__3,3,0,0.25,0.357966,False
AI-R,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF67-AIF33__3,6,1,0.125,0.196441,False
HF,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF67-AIF33__3,0,42,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF0-AIF100__6,distilbert__HR67-AIR33-HF67-AIF33__3,1,2,1.0,1.0,False
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF100-AIF0__9,0,0,1.0,1.0,False
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,29,94,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,5,4,1.0,1.0,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,16,0,3.1e-05,9.5e-05,True
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,8,8,1.0,1.0,False
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF33-AIF67__6,0,82,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,11,95,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,3,5,0.726562,0.885307,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,1,2,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,7,7,1.0,1.0,False
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR50-AIR50-HF50-AIF50__7,0,81,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,58,90,0.010829,0.021868,True
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,0,7,0.015625,0.030155,True
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,4,3,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,54,0,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF0-AIF100__4,0,80,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,26,31,0.596242,0.758821,False
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,4,4,1.0,1.0,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,11,0,0.000977,0.002384,True
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,11,2,0.022461,0.041862,True
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF100-AIF0__10,0,25,2e-06,6e-06,True
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,17,89,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,1,6,0.125,0.196441,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,5,2,0.453125,0.611761,False
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,11,2,0.022461,0.041862,True
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF33-AIF67__4,0,79,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,16,93,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,5,4,1.0,1.0,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,9,0,0.003906,0.008678,True
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,2,8,0.109375,0.177929,False
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF50-AIF50__4,0,81,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,20,85,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,0,4,0.125,0.196441,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,5,1,0.21875,0.329033,False
HF,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,15,0,6.1e-05,0.00018,True
AI-F,distilbert__HR50-AIR50-HF100-AIF0__8,distilbert__HR67-AIR33-HF67-AIF33__3,0,80,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF33-AIF67__6,29,94,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF33-AIF67__6,5,4,1.0,1.0,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF33-AIF67__6,16,0,3.1e-05,9.5e-05,True
HF,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF33-AIF67__6,8,8,1.0,1.0,False
AI-F,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF33-AIF67__6,0,82,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF50-AIF50__7,11,95,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF50-AIF50__7,3,5,0.726562,0.885307,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF50-AIF50__7,1,2,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF50-AIF50__7,7,7,1.0,1.0,False
AI-F,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR50-AIR50-HF50-AIF50__7,0,81,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF0-AIF100__4,58,90,0.010829,0.021868,True
HR,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF0-AIF100__4,0,7,0.015625,0.030155,True
AI-R,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF0-AIF100__4,4,3,1.0,1.0,False
HF,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF0-AIF100__4,54,0,0.0,0.0,True
AI-F,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF0-AIF100__4,0,80,0.0,0.0,True
overall,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF100-AIF0__10,26,31,0.596242,0.758821,False
HR,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF100-AIF0__10,4,4,1.0,1.0,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF100-AIF0__10,11,0,0.000977,0.002384,True
HF,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF100-AIF0__10,11,2,0.022461,0.041862,True
AI-F,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF100-AIF0__10,0,25,2e-06,6e-06,True
overall,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF33-AIF67__4,17,89,0.0,0.0,True
HR,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF33-AIF67__4,1,6,0.125,0.196441,False
AI-R,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF33-AIF67__4,5,2,0.453125,0.611761,False
HF,distilbert__HR50-AIR50-HF100-AIF0__9,distilbert__HR67-AIR33-HF33-AIF67__4,11,2,0.022461,0.041862,True
